observer,oc,oceu,ocel,date,source
Sw johny,-1.728,2.7792,2.7792,2022-04-21 08:55:53.760000256,ETD
Veli-pekka hentunen,-2.448,0.7488,0.7488,2022-04-21 08:55:07.967999744,ETD
Yves Jongen,-2.1,0.6,0.6,2022-04-09 12:20:03.315863040,ExoClock observation
Yves jongen,-3.168,0.6336,0.6336,2022-04-09 12:18:57.887999744,ETD
Snaevarr gudmundsson,-4.896,0.576,0.576,2021-12-22 07:23:28.608000256,ETD
Rudi bjørn rasmussen,-5.904,3.3984,3.3984,2021-12-19 08:13:31.871999744,ETD
Snaevarr gudmundsson,-3.024,0.9216,0.9216,2021-12-07 11:40:56.928000256,ETD
Christian pantacchini,0.144,3.672,3.672,2021-11-09 07:49:54.048000000,ETD
christian PANTACCHINI,-0.5,2.7,2.7,2021-11-09 07:49:11.367965440,ExoClock observation
Maurice Audejean,1.2,1.6,1.6,2021-11-06 08:42:01.055258880,ExoClock observation
Anaël Wünsche,1.2,0.9,0.9,2021-11-03 09:33:08.742542336,ExoClock observation
Anaël wünsche,0.72,0.7056,0.7056,2021-11-03 09:32:39.552000256,ETD
Dim Stouraitis,-2.0,2.9,2.9,2021-09-27 08:09:02.833761792,ExoClock observation
Robert Roth,-2.5,0.4,0.4,2021-09-27 08:08:32.833763584,ExoClock observation
Mark Salisbury,-3.5,0.6,0.6,2021-09-27 08:07:32.833767168,ExoClock observation
Veli-pekka hentunen,-4.176,0.7488,0.7488,2021-09-27 08:06:49.247999744,ETD
Mark salisbury,-4.32,0.4608,0.4608,2021-09-27 08:06:46.656000256,ETD
Caa astroqueyras,-5.184,0.8064,0.8064,2021-09-27 08:05:55.680000000,ETD
"Giuseppe conzo, zlatko orbanić",3.168,3.24,3.24,2021-09-24 09:05:20.543999744,ETD
Giuseppe Conzo,0.7,5.8,5.8,2021-09-24 09:02:52.521051648,ExoClock observation
Mark Salisbury,-2.3,0.9,0.9,2021-09-24 08:59:52.521022208,ExoClock observation
Mark salisbury,-3.6,0.792,0.792,2021-09-24 08:58:32.736000000,ETD
Yves Jongen,-2.0,0.9,0.9,2021-09-21 09:51:18.208328704,ExoClock observation
Yves jongen,-4.608,0.9216,0.9216,2021-09-21 09:48:37.728000256,ETD
Taewoo Kim,-2.9,0.4,0.4,2021-09-11 00:49:21.113892608,ExoClock observation
"C. suciu, b. stanciu, d. bertesteanu",-1.728,2.2032,2.2032,2021-08-15 08:30:39.167999744,ETD
Bernhard Wenzel,-1.9,0.7,0.7,2021-08-06 11:03:53.361451264,ExoClock observation
Bernhard wenzel,-2.88,0.6192,0.6192,2021-08-06 11:02:55.103999744,ETD
Paolo Arcangelo Matassa,0.5,5.8,5.8,2021-06-27 10:36:31.139902208,ExoClock observation
Andrius Bruzas,0.6,2.4,2.4,2021-06-18 13:10:00.201800448,ExoClock observation
Pau bosch,-0.864,1.3824,1.3824,2021-05-03 14:20:59.423999744,ETD
