observer,oc,oceu,ocel,date,source
Veli-pekka hentunen,-1.296,1.0944,1.0944,2022-04-24 09:34:18.048000256,ETD
Veli-pekka hentunen,7.2,1.7856,1.7856,2022-04-19 11:07:28.127999744,ETD
Thomas MOLLIER,0.4,3.0,3.0,2022-04-19 11:01:40.239904256,ExoClock observation
Thomas mollier,-4.032,29.676,29.676,2022-04-19 10:56:11.616000256,ETD
Albert valenzuela gonzalez,-6.48,6.48,6.48,2022-04-14 12:18:21.600000256,ETD
Cyrille aumasson,1.584,1.584,1.584,2021-11-17 06:45:29.376000000,ETD
Cyrille AUMASSON,0.3,1.4,1.4,2021-11-17 06:45:10.611046912,ExoClock observation
Geoffrey Thurston,-0.1,2.2,2.2,2021-11-17 06:44:46.611056384,ExoClock observation
Mark salisbury,-1.152,0.6336,0.6336,2021-11-17 06:42:45.216000256,ETD
Rene roy,-7.92,0.7776,0.7776,2021-11-07 09:25:12.863999744,ETD
Nello Ruocco,1.7,2.0,2.0,2021-10-01 08:10:35.111917568,ExoClock observation
Thomas MOLLIER,-3.7,1.7,1.7,2021-09-26 09:29:49.059336448,ExoClock observation
Thomas mollier,-3.312,1.9296,1.9296,2021-09-26 09:29:14.784000000,ETD
Ozguc Bayrak,1.2,3.2,3.2,2021-08-20 08:09:27.665290752,ExoClock observation
Paolo Arcangelo Matassa,0.7,1.3,1.3,2021-08-15 09:33:35.612724480,ExoClock observation
Ivo Peretto,0.4,0.9,0.9,2021-08-10 10:57:55.560173312,ExoClock observation
Bernhard wenzel,-1.296,1.2528,1.2528,2021-08-05 12:19:54.912000256,ETD
Giorgio baj,5.472,7.5744,7.5744,2021-07-04 09:36:44.928000256,ETD
Giorgio Baj,1.4,2.0,2.0,2021-07-04 09:33:40.166069248,ExoClock observation
Giuseppe marino,-2.016,1.0944,1.0944,2021-06-29 10:53:56.831999744,ETD
Javier de elias,-10.656,1.224,1.224,2021-06-29 10:45:17.568000000,ETD
Alberto García Sánchez,-0.4,1.2,1.2,2021-06-24 12:21:08.061035776,ExoClock observation
Enrique Arce,-1.4,1.3,1.3,2021-06-24 12:20:08.061039360,ExoClock observation
Enrique arce mansego,-1.296,1.4112,1.4112,2021-06-24 12:19:11.712000256,ETD
Alberto garcía sánchez,-2.592,1.368,1.368,2021-06-24 12:17:53.952000256,ETD
GONZALO FORNAS,-4.5,1.7,1.7,2021-06-24 12:17:02.061042432,ExoClock observation
Martin Crow,0.6,1.0,1.0,2021-05-08 13:46:08.561835520,ExoClock observation
Giorgio Baj,-3.6,1.3,1.3,2021-05-08 13:41:56.561834496,ExoClock observation
Giorgio baj,-6.336,1.0224,1.0224,2021-05-08 13:38:16.799999744,ETD
Andre Kovacs,-1.3,4.3,4.3,2021-04-08 22:12:02.246562048,ExoClock observation
Joe garlitz,-3.6,1.9296,1.9296,2021-04-08 22:08:48.192000000,ETD
Yves jongen,2.016,0.9072,0.9072,2021-03-27 13:45:55.583999744,ETD
Yves Jongen,0.8,1.0,1.0,2021-03-27 13:45:43.115222528,ExoClock observation
"Francesco scaggiante, danilo zardin,marco fiaschi",-4.464,1.4976,1.4976,2020-09-18 07:57:50.976000000,ETD
John Savage,3.5,0.7,0.7,2020-09-13 09:31:24.039710464,ExoClock observation
Thomas grunge,1.584,1.2384,1.2384,2020-09-13 09:28:31.583999744,ETD
Geoffrey Thurston,0.0,0.9,0.9,2020-09-13 09:27:54.039723008,ExoClock observation
Simon Dawes,0.0,1.3,1.3,2020-09-13 09:27:54.039723008,ExoClock observation
Yves Jongen,-0.7,0.7,0.7,2020-09-13 09:27:12.039709440,ExoClock observation
