# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI
q1_TESS            	 	 0.5071743786 	 	 0.3106131251 	 	 0.2245431348
q2_TESS            	 	 0.4682884556 	 	 0.2831352684 	 	 0.2381234131
rho                	 	 2671.0929734348 	 	 931.0583342165 	 	 878.4556116508
mflux_TESS         	 	 -0.0000956627 	 	 0.0001066494 	 	 0.0001008721
sigma_w_TESS       	 	 3.0678382414 	 	 31.9278948975 	 	 2.7732223177
GP_sigma_TESS      	 	 0.0011505029 	 	 0.0000753517 	 	 0.0000674402
GP_rho_TESS        	 	 0.3393088381 	 	 0.0420467377 	 	 0.0369443060
r1_p1              	 	 0.6534473014 	 	 0.1139358240 	 	 0.1771967132
r2_p1              	 	 0.1036947639 	 	 0.0049555310 	 	 0.0044437939
p_p1               	 	 0.1036947639 	 	 0.0049555310 	 	 0.0044437939
b_p1               	 	 0.4801709521 	 	 0.1709037360 	 	 0.2657950698
inc_p1             	 	 88.1256617592 	 	 1.1187873939 	 	 1.0139233950
T_p1_TESS_0        	 	 2458329.9017748414 	 	 0.0049212524 	 	 0.0065100333
T_p1_TESS_1        	 	 2458334.6420628303 	 	 0.0031443504 	 	 0.0030829315
T_p1_TESS_3        	 	 2458344.1338857869 	 	 0.0030534565 	 	 0.0034396043
T_p1_TESS_4        	 	 2458348.8566410462 	 	 0.0095776157 	 	 0.0129985516
T_p1_TESS_6        	 	 2458358.3549799710 	 	 0.0018923739 	 	 0.0019012108
T_p1_TESS_7        	 	 2458363.1000914169 	 	 0.0021303310 	 	 0.0021010437
T_p1_TESS_9        	 	 2458372.5831565890 	 	 0.0020286269 	 	 0.0020496901
T_p1_TESS_10       	 	 2458377.3293102556 	 	 0.0018174876 	 	 0.0018474814
T_p1_TESS_155      	 	 2459064.9699221393 	 	 0.0023157108 	 	 0.0025240975
T_p1_TESS_156      	 	 2459069.7122615096 	 	 0.0037745684 	 	 0.0031604990
T_p1_TESS_158      	 	 2459079.2001265977 	 	 0.0022871303 	 	 0.0022180057
T_p1_TESS_159      	 	 2459083.9406136619 	 	 0.0035316334 	 	 0.0031543770
T_p1_TESS_160      	 	 2459088.6801434471 	 	 0.0021613981 	 	 0.0022177123
T_p1_TESS_161      	 	 2459093.4239543425 	 	 0.0019427892 	 	 0.0018359572
T_p1_TESS_162      	 	 2459098.1639360418 	 	 0.0024034046 	 	 0.0020538303
T_p1_TESS_163      	 	 2459102.9083929528 	 	 0.0022885674 	 	 0.0024496657
T_p1_TESS_164      	 	 2459107.6508095572 	 	 0.0027795886 	 	 0.0027577826
T_p1_TESS_165      	 	 2459112.3965907744 	 	 0.0020197099 	 	 0.0020256448
P_p1               	 	 4.7423836070 	 	 0.0000139110 	 	 0.0000114410
a_p1               	 	 14.6986039586 	 	 1.5406995385 	 	 1.8296036111
t0_p1              	 	 2458329.9006823692 	 	 0.0016564350 	 	 0.0020639249
